m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
145,Water use,Water withdrawal by sector,Agricultural water withdrawal,Western Asia,2022,155.269830824,10^9 m3/year,E,true
145,Water use,Water withdrawal by sector,Agricultural water withdrawal,Western Asia,2023,154.955546,10^9 m3/year,E,true
1,Water use,Water withdrawal by sector,Agricultural water withdrawal,World,2021,2888.810777758,10^9 m3/year,E,true
1,Water use,Water withdrawal by sector,Agricultural water withdrawal,World,2022,2902.152667777,10^9 m3/year,E,true
1,Water use,Water withdrawal by sector,Agricultural water withdrawal,World,2023,2891.785313799,10^9 m3/year,E,true
887,Water use,Water withdrawal by sector,Agricultural water withdrawal,Yemen,2021,3.235,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Agricultural water withdrawal,Yemen,2022,3.235,10^9 m3/year,I,false
887,Water use,Water withdrawal by sector,Agricultural water withdrawal,Yemen,2023,3.235,10^9 m3/year,I,false
894,Water use,Water withdrawal by sector,Agricultural water withdrawal,Zambia,2021,3.5927,10^9 m3/year,A,false
894,Water use,Water withdrawal by sector,Agricultural water withdrawal,Zambia,2022,3.661,10^9 m3/year,A,false
894,Water use,Water withdrawal by sector,Agricultural water withdrawal,Zambia,2023,3.7359,10^9 m3/year,A,false
716,Water use,Water withdrawal by sector,Agricultural water withdrawal,Zimbabwe,2021,4.281249395,10^9 m3/year,I,false
716,Water use,Water withdrawal by sector,Agricultural water withdrawal,Zimbabwe,2022,4.281249395,10^9 m3/year,I,false
716,Water use,Water withdrawal by sector,Agricultural water withdrawal,Zimbabwe,2023,4.281249395,10^9 m3/year,I,false
